account_id,customer_id,account_type,account_category,product_family,deposit_credit_type,interest_bearing_flag,risk_category,currency_code,is_active_product,account_status,balance,opened_date,closed_date,branch_code,branch_name,branch_city,branch_state,branch_country,branch_region,branch_type,is_active_branch,created_date,updated_date
A00263,C01043,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,4731.23,2015-04-09,2023-05-01,BR014,Halifax Branch 14,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-04-09,2026-08-18
A00264,C00293,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,76186.72,2013-08-21,2023-03-29,BR021,Vancouver Branch 21,Vancouver,British Columbia,Canada,West,Retail,1,2013-08-21,2026-08-18
A00265,C01136,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,11140.77,2018-05-24,,BR010,Calgary Branch 10,Calgary,Alberta,Canada,West,Retail,1,2018-05-24,2026-08-18
A00266,C01127,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,47427.13,2024-04-11,2025-01-09,BR022,Calgary Branch 22,Calgary,Alberta,Canada,West,Retail,1,2024-04-11,2026-08-18
A00267,C00210,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,72247.66,2011-04-08,2025-02-17,BR002,Vancouver Branch 2,Vancouver,British Columbia,Canada,West,Retail,1,2011-04-08,2026-08-18
A00268,C01190,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,50493.65,2010-10-27,,BR019,Vancouver Branch 19,Vancouver,British Columbia,Canada,West,Retail,1,2010-10-27,2026-08-18
A00269,C00523,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,71322.6,2019-10-06,,BR015,Montreal Branch 15,Montreal,Quebec,Canada,Central,Retail,1,2019-10-06,2026-08-18
A00270,C01132,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,77942.13,2023-10-19,2026-04-26,BR010,Vancouver Branch 10,Vancouver,British Columbia,Canada,West,Retail,1,2023-10-19,2026-08-18
A00271,C00509,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,38101.93,2019-03-18,2025-10-14,BR019,Halifax Branch 19,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2019-03-18,2026-08-18
A00272,C00359,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,61687.75,2013-05-01,2026-03-09,BR007,Montreal Branch 7,Montreal,Quebec,Canada,Central,Retail,1,2013-05-01,2026-08-18
A00273,C00828,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,77515.01,2015-04-10,,BR014,Halifax Branch 14,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-04-10,2026-08-18
A00274,C00937,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,39498.38,2010-09-16,,BR004,Vancouver Branch 4,Vancouver,British Columbia,Canada,West,Retail,1,2010-09-16,2026-08-18
A00275,C00468,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,30604.93,2024-03-24,,BR024,Halifax Branch 24,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-03-24,2026-08-18
A00276,C00036,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,65554.55,2021-11-08,,BR018,Montreal Branch 18,Montreal,Quebec,Canada,Central,Retail,1,2021-11-08,2026-08-18
A00277,C01160,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,98150.6,2021-07-22,,BR023,Halifax Branch 23,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-07-22,2026-08-18
A00278,C00735,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,40326.21,2010-09-26,,BR025,Montreal Branch 25,Montreal,Quebec,Canada,Central,Retail,1,2010-09-26,2026-08-18
A00279,C00150,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,37518.76,2018-02-26,2024-08-29,BR014,Vancouver Branch 14,Vancouver,British Columbia,Canada,West,Retail,1,2018-02-26,2026-08-18
A00280,C00643,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,76532.35,2025-07-04,,BR017,Halifax Branch 17,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2025-07-04,2026-08-18
A00281,C00637,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,53917.54,2018-04-25,2022-11-12,BR008,Halifax Branch 8,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-04-25,2026-08-18
A00282,C01053,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,-401.69,2010-03-16,,BR022,Halifax Branch 22,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2010-03-16,2026-08-18
A00283,C00793,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,11236.79,2022-07-03,,BR025,Calgary Branch 25,Calgary,Alberta,Canada,West,Retail,1,2022-07-03,2026-08-18
A00284,C00769,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,4315.57,2012-11-07,2013-07-03,BR003,Halifax Branch 3,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2012-11-07,2026-08-18
A00285,C00112,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,85712.6,2018-02-10,,BR011,Calgary Branch 11,Calgary,Alberta,Canada,West,Retail,1,2018-02-10,2026-08-18
A00286,C00843,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,87119.99,2015-11-17,,BR015,Vancouver Branch 15,Vancouver,British Columbia,Canada,West,Retail,1,2015-11-17,2026-08-18
A00287,C00903,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,1190.2,2021-04-21,2022-11-25,BR016,Halifax Branch 16,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-04-21,2026-08-18
A00288,C00287,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,71288.69,2019-07-06,,BR015,Calgary Branch 15,Calgary,Alberta,Canada,West,Retail,1,2019-07-06,2026-08-18
A00289,C01008,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,55324.18,2014-10-05,2015-04-12,BR003,Vancouver Branch 3,Vancouver,British Columbia,Canada,West,Retail,1,2014-10-05,2026-08-18
A00290,C00047,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,76795.87,2011-03-19,,BR009,Vancouver Branch 9,Vancouver,British Columbia,Canada,West,Retail,1,2011-03-19,2026-08-18
A00291,C00183,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,19867.98,2018-02-07,,BR008,Calgary Branch 8,Calgary,Alberta,Canada,West,Retail,1,2018-02-07,2026-08-18
A00292,C00223,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,34146.48,2021-12-06,,BR013,Montreal Branch 13,Montreal,Quebec,Canada,Central,Retail,1,2021-12-06,2026-08-18
A00293,C00209,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,84879.32,2012-08-01,,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2012-08-01,2026-08-18
A00294,C00488,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,21496.54,2015-01-13,,BR014,Calgary Branch 14,Calgary,Alberta,Canada,West,Retail,1,2015-01-13,2026-08-18
A00295,C00917,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,11687.05,2024-08-18,2025-10-07,BR007,Toronto Branch 7,Toronto,Ontario,Canada,Central,Retail,1,2024-08-18,2026-08-18
A00296,C01186,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,72461.66,2019-05-09,,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2019-05-09,2026-08-18
A00297,C00884,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,97294.4,2014-07-10,,BR004,Halifax Branch 4,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-07-10,2026-08-18
A00298,C00816,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,68045.9,2030-01-01,,BR004,Montreal Branch 4,Montreal,Quebec,Canada,Central,Retail,1,2030-01-01,2026-08-18
A00299,C00154,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,16616.98,2013-03-15,2024-10-18,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2013-03-15,2026-08-18
A00300,C00535,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,9784.97,2012-08-27,,BR007,Toronto Branch 7,Toronto,Ontario,Canada,Central,Retail,1,2012-08-27,2026-08-18
A00301,C00897,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,72988.47,2020-12-27,2025-06-20,BR020,Toronto Branch 20,Toronto,Ontario,Canada,Central,Retail,1,2020-12-27,2026-08-18
A00302,C01114,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,84731.65,2017-09-08,,BR006,Vancouver Branch 6,Vancouver,British Columbia,Canada,West,Retail,1,2017-09-08,2026-08-18
A00303,C01116,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,49029.02,2010-06-08,2011-01-11,BR023,Vancouver Branch 23,Vancouver,British Columbia,Canada,West,Retail,1,2010-06-08,2026-08-18
A00304,C00484,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,39967.26,2013-08-16,,BR016,Vancouver Branch 16,Vancouver,British Columbia,Canada,West,Retail,1,2013-08-16,2026-08-18
A00305,C01108,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,,2014-01-12,,BR013,Calgary Branch 13,Calgary,Alberta,Canada,West,Retail,1,2014-01-12,2026-08-18
A00306,C00806,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,67225.25,2015-03-08,2022-08-14,BR003,Halifax Branch 3,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-03-08,2026-08-18
A00307,C01167,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,68518.12,2020-09-15,,BR013,Halifax Branch 13,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2020-09-15,2026-08-18
A00308,C00936,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,32402.95,2015-02-19,,BR013,Halifax Branch 13,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-02-19,2026-08-18
A00309,C00260,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,86741.8,2018-04-14,2024-06-30,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2018-04-14,2026-08-18
A00310,C00888,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,66062.51,2011-10-23,,BR018,Montreal Branch 18,Montreal,Quebec,Canada,Central,Retail,1,2011-10-23,2026-08-18
A00311,C01049,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,84536.62,2019-11-05,2023-09-18,BR020,Calgary Branch 20,Calgary,Alberta,Canada,West,Retail,1,2019-11-05,2026-08-18
A00312,C00188,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,69375.68,2019-06-15,2019-12-08,BR015,Halifax Branch 15,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2019-06-15,2026-08-18
A00313,C00383,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,47498.94,2017-09-13,2022-02-28,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2017-09-13,2026-08-18
A00314,C00945,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,96334.13,2024-05-13,,BR003,Calgary Branch 3,Calgary,Alberta,Canada,West,Retail,1,2024-05-13,2026-08-18
A00315,C00894,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,85630.89,2025-07-18,,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2025-07-18,2026-08-18
A00316,C00079,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,49137.67,2014-06-17,,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2014-06-17,2026-08-18
A00317,C00756,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,68075.04,2010-07-21,,BR008,Calgary Branch 8,Calgary,Alberta,Canada,West,Retail,1,2010-07-21,2026-08-18
A00318,C00680,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,37784.39,2010-11-28,2019-09-28,BR020,Montreal Branch 20,Montreal,Quebec,Canada,Central,Retail,1,2010-11-28,2026-08-18
A00319,C00361,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,16375.93,2011-01-22,,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2011-01-22,2026-08-18
A00320,C00288,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,59156.29,2018-05-06,2023-08-04,BR007,Montreal Branch 7,Montreal,Quebec,Canada,Central,Retail,1,2018-05-06,2026-08-18
A00321,C01091,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,63211.88,2019-03-21,,BR005,Calgary Branch 5,Calgary,Alberta,Canada,West,Retail,1,2019-03-21,2026-08-18
A00322,C00534,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,33688.7,2017-04-18,,BR006,Vancouver Branch 6,Vancouver,British Columbia,Canada,West,Retail,1,2017-04-18,2026-08-18
A00323,C00365,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,98932.8,2015-09-25,2023-12-01,BR016,Montreal Branch 16,Montreal,Quebec,Canada,Central,Retail,1,2015-09-25,2026-08-18
A00324,C00456,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,58706.99,2015-10-06,2026-06-15,BR023,Vancouver Branch 23,Vancouver,British Columbia,Canada,West,Retail,1,2015-10-06,2026-08-18
A00325,C00757,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,A,55773.32,2021-02-08,,BR013,Calgary Branch 13,Calgary,Alberta,Canada,West,Retail,1,2021-02-08,2026-08-18
A00326,C00657,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,32099.82,2025-09-09,2026-07-22,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2025-09-09,2026-08-18
A00327,C00246,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,30315.24,2018-04-01,,BR020,Montreal Branch 20,Montreal,Quebec,Canada,Central,Retail,1,2018-04-01,2026-08-18
A00328,C00684,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,4212.43,2025-10-16,,BR017,Halifax Branch 17,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2025-10-16,2026-08-18
A00329,C00667,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,39150.34,2011-02-27,2015-12-14,BR003,Montreal Branch 3,Montreal,Quebec,Canada,Central,Retail,1,2011-02-27,2026-08-18
A00330,C00356,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,10275.83,2013-06-27,2018-02-08,BR024,Vancouver Branch 24,Vancouver,British Columbia,Canada,West,Retail,1,2013-06-27,2026-08-18
A00331,C00917,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,23433.96,2016-07-16,,BR014,Calgary Branch 14,Calgary,Alberta,Canada,West,Retail,1,2016-07-16,2026-08-18
A00332,C00224,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,69561.15,2010-10-09,,BR021,Halifax Branch 21,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2010-10-09,2026-08-18
A00333,C01073,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,61379.74,2011-06-06,2020-02-05,BR004,Halifax Branch 4,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2011-06-06,2026-08-18
A00334,C00557,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,75655.36,2011-10-24,,BR001,Calgary Branch 1,Calgary,Alberta,Canada,West,Retail,1,2011-10-24,2026-08-18
A00335,C00678,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,15860.35,2017-09-17,2022-04-21,BR005,Toronto Branch 5,Toronto,Ontario,Canada,Central,Retail,1,2017-09-17,2026-08-18
A00336,C00612,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,53660.95,2011-06-28,2021-08-28,BR009,Vancouver Branch 9,Vancouver,British Columbia,Canada,West,Retail,1,2011-06-28,2026-08-18
A00337,C01109,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,89263.68,2025-12-11,2026-07-18,BR009,Toronto Branch 9,Toronto,Ontario,Canada,Central,Retail,1,2025-12-11,2026-08-18
A00338,C00624,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,C,17366.4,2023-06-26,2025-03-06,BR005,Calgary Branch 5,Calgary,Alberta,Canada,West,Retail,1,2023-06-26,2026-08-18
A00339,C00081,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,93223.74,2023-06-01,,BR001,Halifax Branch 1,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2023-06-01,2026-08-18
A00340,C00149,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,58426.3,2019-06-21,,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2019-06-21,2026-08-18
A00341,C00697,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,20438.56,2013-06-28,2015-02-15,BR011,Toronto Branch 11,Toronto,Ontario,Canada,Central,Retail,1,2013-06-28,2026-08-18
A00342,C00206,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,73684.59,2016-11-21,2023-03-15,BR022,Halifax Branch 22,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2016-11-21,2026-08-18
A00343,C01005,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,58436.57,2019-09-17,2024-02-13,BR023,Montreal Branch 23,Montreal,Quebec,Canada,Central,Retail,1,2019-09-17,2026-08-18
A00344,C00847,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,94920.48,2017-07-15,2025-09-07,BR021,Vancouver Branch 21,Vancouver,British Columbia,Canada,West,Retail,1,2017-07-15,2026-08-18
A00345,C00429,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,91883.73,2014-06-28,,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-06-28,2026-08-18
,C00129,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,73573.14,2016-03-23,,BR007,Calgary Branch 7,Calgary,Alberta,Canada,West,Retail,1,2016-03-23,2026-08-18
A00347,C00017,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,5427.94,2014-11-01,2016-12-28,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2014-11-01,2026-08-18
A00348,C00949,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,19997.68,2017-07-09,2019-05-25,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2017-07-09,2026-08-18
A00349,C00371,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,66348.31,2015-08-13,,BR006,Halifax Branch 6,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-08-13,2026-08-18
A00350,C00278,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,62587.32,2024-06-09,2026-02-04,BR016,Vancouver Branch 16,Vancouver,British Columbia,Canada,West,Retail,1,2024-06-09,2026-08-18
A00351,C00929,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,50848.28,2011-06-05,,BR025,Toronto Branch 25,Toronto,Ontario,Canada,Central,Retail,1,2011-06-05,2026-08-18
A00352,C00901,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,54712.1,2017-12-04,2018-08-08,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2017-12-04,2026-08-18
A00353,C00445,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,19431.28,2015-02-15,,BR023,Vancouver Branch 23,Vancouver,British Columbia,Canada,West,Retail,1,2015-02-15,2026-08-18
A00354,C00439,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,57453.13,2020-03-06,,BR019,Halifax Branch 19,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2020-03-06,2026-08-18
A00355,C01133,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,63855.93,2013-12-14,2015-09-22,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2013-12-14,2026-08-18
A00356,C01107,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,96397.23,2015-06-21,2023-06-06,BR019,Toronto Branch 19,Toronto,Ontario,Canada,Central,Retail,1,2015-06-21,2026-08-18
A00357,C00949,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,48654.87,2019-05-14,,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2019-05-14,2026-08-18
A00358,C00682,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,94160.78,2015-07-10,,BR019,Toronto Branch 19,Toronto,Ontario,Canada,Central,Retail,1,2015-07-10,2026-08-18
A00359,C01193,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,17636.28,2025-10-23,,BR015,Montreal Branch 15,Montreal,Quebec,Canada,Central,Retail,1,2025-10-23,2026-08-18
A00360,C00505,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,15790.0,2015-10-06,2016-08-17,BR011,Halifax Branch 11,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-10-06,2026-08-18
A00361,C00284,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,48777.91,2025-12-04,,BR011,Calgary Branch 11,Calgary,Alberta,Canada,West,Retail,1,2025-12-04,2026-08-18
A00362,C00814,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,13038.99,2014-01-26,,BR012,Toronto Branch 12,Toronto,Ontario,Canada,Central,Retail,1,2014-01-26,2026-08-18
A00363,C01002,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,26163.81,2016-03-02,,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2016-03-02,2026-08-18
A00364,C00763,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,69178.62,2024-06-22,,BR024,Calgary Branch 24,Calgary,Alberta,Canada,West,Retail,1,2024-06-22,2026-08-18
A00365,C00083,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,79768.55,2017-11-18,2018-08-24,BR025,Toronto Branch 25,Toronto,Ontario,Canada,Central,Retail,1,2017-11-18,2026-08-18
A00366,C01173,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,,2018-05-08,2025-09-01,BR003,Halifax Branch 3,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-05-08,2026-08-18
A00367,C01169,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,95386.47,2024-02-12,,BR024,Halifax Branch 24,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-02-12,2026-08-18
A00368,C00714,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,77811.66,2014-11-19,,BR024,Halifax Branch 24,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-11-19,2026-08-18
A00369,C00403,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,18881.55,2019-04-16,2025-02-07,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2019-04-16,2026-08-18
A00370,C00191,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,68520.74,2023-08-03,,BR016,Calgary Branch 16,Calgary,Alberta,Canada,West,Retail,1,2023-08-03,2026-08-18
A00371,C00425,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,73041.42,2022-01-21,,BR004,Toronto Branch 4,Toronto,Ontario,Canada,Central,Retail,1,2022-01-21,2026-08-18
A00372,C00183,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,4877.1,2024-07-15,,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-07-15,2026-08-18
A00373,C00248,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,91285.17,2022-07-04,,BR002,Halifax Branch 2,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2022-07-04,2026-08-18
A00374,C00439,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,19394.11,2014-12-11,2020-08-08,BR020,Vancouver Branch 20,Vancouver,British Columbia,Canada,West,Retail,1,2014-12-11,2026-08-18
A00375,C00367,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,53382.92,2016-07-13,2018-12-13,BR022,Montreal Branch 22,Montreal,Quebec,Canada,Central,Retail,1,2016-07-13,2026-08-18
A00376,C00047,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,9596.1,2013-03-25,2017-04-05,BR010,Montreal Branch 10,Montreal,Quebec,Canada,Central,Retail,1,2013-03-25,2026-08-18
A00377,C00276,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,57431.17,2014-06-28,,BR011,Calgary Branch 11,Calgary,Alberta,Canada,West,Retail,1,2014-06-28,2026-08-18
A00378,C00397,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,83919.13,2019-07-05,,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2019-07-05,2026-08-18
A00379,C01166,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,80438.9,2022-02-26,,BR007,Montreal Branch 7,Montreal,Quebec,Canada,Central,Retail,1,2022-02-26,2026-08-18
A00380,C00243,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,22500.76,2025-01-25,,BR015,Toronto Branch 15,Toronto,Ontario,Canada,Central,Retail,1,2025-01-25,2026-08-18
A00381,C00267,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,36352.41,2016-07-12,2022-08-30,BR010,Montreal Branch 10,Montreal,Quebec,Canada,Central,Retail,1,2016-07-12,2026-08-18
A00382,C00111,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,2077.38,2018-02-24,,BR016,Halifax Branch 16,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-02-24,2026-08-18
A00383,C00124,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,55531.6,2021-10-06,2023-02-20,BR009,Halifax Branch 9,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-10-06,2026-08-18
A00384,C00046,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,42837.8,2011-08-24,,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2011-08-24,2026-08-18
A00385,C00702,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,64834.47,2014-03-28,2026-03-25,BR004,Toronto Branch 4,Toronto,Ontario,Canada,Central,Retail,1,2014-03-28,2026-08-18
A00386,C00585,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,21794.61,2015-11-21,,BR023,Montreal Branch 23,Montreal,Quebec,Canada,Central,Retail,1,2015-11-21,2026-08-18
